iter	Passed	Remaining
756	3904	1253
757	3909	1248
758	3914	1242
759	3919	1237
760	3924	1232
761	3929	1227
762	3935	1222
763	3940	1217
764	3945	1211
765	3951	1207
766	3956	1201
767	3961	1196
768	3966	1191
769	3971	1186
770	3976	1181
771	3981	1175
772	3986	1170
773	3991	1165
774	3997	1160
775	4002	1155
776	4007	1150
777	4012	1144
778	4017	1139
779	4022	1134
780	4028	1129
781	4033	1124
782	4038	1119
783	4044	1114
784	4048	1108
785	4053	1103
786	4058	1098
787	4064	1093
788	4069	1088
789	4074	1083
790	4080	1078
791	4085	1072
792	4090	1067
793	4096	1062
794	4101	1057
795	4106	1052
796	4111	1047
797	4116	1042
798	4121	1036
799	4127	1031
800	4132	1026
801	4137	1021
802	4143	1016
803	4149	1011
804	4154	1006
805	4159	1001
806	4164	996
807	4169	990
808	4174	985
809	4180	980
810	4185	975
811	4190	970
812	4196	965
813	4201	960
814	4206	954
815	4211	949
816	4217	944
817	4222	939
818	4226	934
819	4232	929
820	4237	923
821	4243	918
822	4248	913
823	4254	908
824	4259	903
825	4265	898
826	4270	893
827	4275	888
828	4280	882
829	4285	877
830	4290	872
831	4295	867
832	4301	862
833	4306	857
834	4311	851
835	4316	846
836	4321	841
837	4326	836
838	4331	831
839	4336	826
840	4341	820
841	4346	815
842	4351	810
843	4357	805
844	4362	800
845	4367	794
846	4372	789
847	4377	784
848	4382	779
849	4387	774
850	4392	769
851	4398	764
852	4404	758
853	4409	753
854	4414	748
855	4419	743
856	4424	738
857	4429	733
858	4435	728
859	4441	722
860	4446	717
861	4451	712
862	4456	707
863	4461	702
864	4466	697
865	4472	692
866	4477	686
867	4483	681
868	4488	676
869	4493	671
870	4498	666
871	4504	661
872	4509	655
873	4514	650
874	4519	645
875	4524	640
876	4530	635
877	4535	630
878	4540	625
879	4545	619
880	4550	614
881	4556	609
882	4561	604
883	4566	599
884	4571	593
885	4576	588
886	4581	583
887	4587	578
888	4592	573
889	4597	568
890	4602	562
891	4607	557
892	4612	552
893	4617	547
894	4622	542
895	4627	537
896	4633	532
897	4638	526
898	4643	521
899	4649	516
900	4654	511
901	4660	506
902	4665	501
903	4671	496
904	4677	490
905	4682	485
906	4688	480
907	4693	475
908	4699	470
909	4704	465
910	4710	460
911	4715	454
912	4720	449
913	4725	444
914	4730	439
915	4736	434
916	4741	429
917	4746	424
918	4752	418
919	4758	413
920	4763	408
921	4768	403
922	4774	398
923	4779	393
924	4785	387
925	4790	382
926	4797	377
927	4802	372
928	4807	367
929	4813	362
930	4819	357
931	4824	352
932	4830	346
933	4835	341
934	4840	336
935	4846	331
936	4851	326
937	4856	321
938	4862	315
939	4867	310
940	4872	305
941	4877	300
942	4883	295
943	4888	290
944	4893	284
945	4899	279
946	4904	274
947	4909	269
948	4914	264
949	4920	258
950	4926	253
951	4931	248
952	4936	243
953	4941	238
954	4947	233
955	4952	227
956	4957	222
957	4962	217
958	4967	212
959	4972	207
960	4977	202
961	4982	196
962	4987	191
963	4992	186
964	4997	181
965	5002	176
966	5008	170
967	5013	165
968	5018	160
969	5023	155
970	5028	150
971	5033	145
972	5039	139
973	5044	134
974	5049	129
975	5054	124
976	5059	119
977	5065	113
978	5070	108
979	5075	103
980	5080	98
981	5085	93
982	5090	88
983	5095	82
984	5100	77
985	5106	72
986	5111	67
987	5116	62
988	5121	56
989	5126	51
990	5131	46
991	5136	41
992	5141	36
993	5146	31
994	5152	25
995	5157	20
996	5162	15
997	5168	10
998	5173	5
999	5178	0
